payment_id,tenant_id,property_id,due_date,pay_date,amount_due,amount_paid,late_fee,payment_status,payment_method
PAY001103,T0104,P046,2022-04-01,2022-04-02,2270.0,2270.0,0,on_time,ACH
PAY001104,T0104,P046,2022-05-01,2022-05-03,2270.0,2270.0,0,on_time,credit_card
PAY001105,T0104,P046,2022-06-01,2022-06-04,2270.0,2270.0,0,on_time,ACH
PAY001106,T0104,P046,2022-07-01,2022-07-01,2270.0,2270.0,0,on_time,ACH
PAY001107,T0104,P046,2022-08-01,2022-08-12,2270.0,2270.0,113.5,late,ACH
PAY001108,T0104,P046,2022-09-01,2022-09-03,2270.0,2270.0,0,on_time,ACH
PAY001109,T0104,P046,2022-10-01,2022-10-01,2270.0,2270.0,0,on_time,check
PAY001110,T0104,P046,2022-11-01,2022-11-03,2270.0,2270.0,0,on_time,ACH
PAY001111,T0104,P046,2022-12-01,2022-12-01,2270.0,2270.0,0,on_time,credit_card
PAY001112,T0105,P032,2023-11-01,2023-11-01,2470.0,2470.0,0,on_time,ACH
PAY001113,T0105,P032,2023-12-01,2023-12-01,2470.0,2470.0,0,on_time,ACH
PAY001114,T0105,P032,2024-01-01,2024-01-13,2470.0,2470.0,123.5,late,money_order
PAY001115,T0105,P032,2024-02-01,2024-02-03,2470.0,2470.0,0,on_time,credit_card
PAY001116,T0105,P032,2024-03-01,2024-03-01,2470.0,2470.0,0,on_time,credit_card
PAY001117,T0105,P032,2024-04-01,2024-04-02,2470.0,2470.0,0,on_time,credit_card
PAY001118,T0105,P032,2024-05-01,2024-05-02,2470.0,2470.0,0,on_time,ACH
PAY001119,T0106,P009,2022-08-01,2022-08-01,2280.0,2280.0,0,on_time,credit_card
PAY001120,T0106,P009,2022-09-01,2022-09-04,2280.0,2280.0,0,on_time,check
PAY001121,T0106,P009,2022-10-01,2022-10-02,2280.0,2280.0,0,on_time,ACH
PAY001122,T0106,P009,2022-11-01,2022-11-02,2280.0,2280.0,0,on_time,check
PAY001123,T0106,P009,2022-12-01,2022-12-03,2280.0,2280.0,0,on_time,ACH
PAY001124,T0106,P009,2023-01-01,2023-01-03,2280.0,2280.0,0,on_time,ACH
PAY001125,T0106,P009,2023-02-01,2023-02-03,2280.0,2280.0,0,on_time,ACH
PAY001126,T0106,P009,2023-03-01,2023-03-03,2280.0,2280.0,0,on_time,check
PAY001127,T0106,P009,2023-04-01,2023-04-04,2280.0,2280.0,0,on_time,ACH
PAY001128,T0106,P009,2023-05-01,2023-05-01,2280.0,2280.0,0,on_time,ACH
PAY001129,T0106,P009,2023-06-01,2023-06-03,2280.0,2280.0,0,on_time,credit_card
PAY001130,T0106,P009,2023-07-01,2023-07-02,2280.0,2280.0,0,on_time,ACH
PAY001131,T0107,P029,2022-01-01,2022-01-02,3100.0,3100.0,0,on_time,check
PAY001132,T0107,P029,2022-02-01,2022-02-03,3100.0,3100.0,0,on_time,check
PAY001133,T0107,P029,2022-03-01,2022-03-01,3100.0,3100.0,0,on_time,ACH
PAY001134,T0107,P029,2022-04-01,2022-04-02,3100.0,3100.0,0,on_time,ACH
PAY001135,T0107,P029,2022-05-01,2022-05-02,3100.0,3100.0,0,on_time,money_order
PAY001136,T0107,P029,2022-06-01,2022-06-01,3100.0,3100.0,0,on_time,ACH
PAY001137,T0107,P029,2022-07-01,2022-07-02,3100.0,3100.0,0,on_time,ACH
PAY001138,T0107,P029,2022-08-01,2022-08-03,3100.0,3100.0,0,on_time,check
PAY001139,T0107,P029,2022-09-01,2022-09-04,3100.0,3100.0,0,on_time,credit_card
PAY001140,T0107,P029,2022-10-01,2022-10-04,3100.0,3100.0,0,on_time,ACH
PAY001141,T0107,P029,2022-11-01,2022-11-03,3100.0,3100.0,0,on_time,check
PAY001142,T0107,P029,2022-12-01,2022-12-01,3100.0,3100.0,0,on_time,ACH
PAY001143,T0108,P022,2022-09-01,2022-09-03,3200.0,3200.0,0,on_time,ACH
PAY001144,T0108,P022,2022-10-01,2022-10-04,3200.0,3200.0,0,on_time,check
PAY001145,T0108,P022,2022-11-01,2022-11-08,3200.0,3200.0,160.0,late,ACH
PAY001146,T0108,P022,2022-12-01,2022-12-02,3200.0,3200.0,0,on_time,check
PAY001147,T0108,P022,2023-01-01,2023-01-02,3200.0,3200.0,0,on_time,check
PAY001148,T0108,P022,2023-02-01,2023-02-01,3200.0,3200.0,0,on_time,check
PAY001149,T0108,P022,2023-03-01,2023-03-04,3200.0,3200.0,0,on_time,credit_card
PAY001150,T0108,P022,2023-04-01,2023-04-01,3200.0,3200.0,0,on_time,ACH
PAY001151,T0108,P022,2023-05-01,2023-05-01,3200.0,3200.0,0,on_time,ACH
PAY001152,T0108,P022,2023-06-01,2023-06-04,3200.0,3200.0,0,on_time,ACH
PAY001153,T0108,P022,2023-07-01,2023-07-02,3200.0,3200.0,0,on_time,credit_card
PAY001154,T0108,P022,2023-08-01,2023-08-04,3200.0,3200.0,0,on_time,ACH
PAY001155,T0109,P038,2024-02-01,2024-02-04,2620.0,2620.0,0,on_time,credit_card
PAY001156,T0109,P038,2024-03-01,2024-03-03,2620.0,2620.0,0,on_time,ACH
PAY001157,T0109,P038,2024-04-01,2024-04-04,2620.0,2620.0,0,on_time,credit_card
PAY001158,T0109,P038,2024-05-01,2024-05-09,2620.0,2620.0,131.0,late,ACH
PAY001159,T0109,P038,2024-06-01,2024-06-02,2620.0,2620.0,0,on_time,check
PAY001160,T0109,P038,2024-07-01,2024-07-01,2620.0,2620.0,0,on_time,money_order
PAY001161,T0109,P038,2024-08-01,,2620.0,0,262.0,missed,
PAY001162,T0110,P031,2022-11-01,2022-11-01,2870.0,2870.0,0,on_time,credit_card
PAY001163,T0110,P031,2022-12-01,2022-12-04,2870.0,2870.0,0,on_time,ACH
PAY001164,T0110,P031,2023-01-01,2023-01-02,2870.0,2870.0,0,on_time,check
PAY001165,T0110,P031,2023-02-01,2023-02-04,2870.0,2870.0,0,on_time,ACH
PAY001166,T0110,P031,2023-03-01,2023-03-01,2870.0,2870.0,0,on_time,check
PAY001167,T0110,P031,2023-04-01,2023-04-13,2870.0,2870.0,143.5,late,ACH
PAY001168,T0110,P031,2023-05-01,2023-05-03,2870.0,2870.0,0,on_time,credit_card
PAY001169,T0110,P031,2023-06-01,,2870.0,0,287.0,missed,
PAY001170,T0110,P031,2023-07-01,2023-07-04,2870.0,2870.0,0,on_time,ACH
PAY001171,T0110,P031,2023-08-01,2023-08-03,2870.0,2870.0,0,on_time,ACH
PAY001172,T0110,P031,2023-09-01,2023-09-03,2870.0,2870.0,0,on_time,ACH
PAY001173,T0110,P031,2023-10-01,2023-10-03,2870.0,2870.0,0,on_time,ACH
PAY001174,T0111,P028,2024-06-01,2024-06-04,2050.0,2050.0,0,on_time,credit_card
PAY001175,T0111,P028,2024-07-01,2024-07-04,2050.0,2050.0,0,on_time,ACH
PAY001176,T0111,P028,2024-08-01,2024-08-21,2050.0,2050.0,102.5,late,ACH
PAY001177,T0111,P028,2024-09-01,2024-09-02,2050.0,2050.0,0,on_time,ACH
PAY001178,T0111,P028,2024-10-01,2024-10-01,2050.0,2050.0,0,on_time,credit_card
PAY001179,T0111,P028,2024-11-01,2024-11-02,2050.0,2050.0,0,on_time,credit_card
PAY001180,T0111,P028,2024-12-01,2024-12-01,2050.0,2050.0,0,on_time,check
PAY001181,T0111,P028,2025-01-01,2025-01-03,2050.0,2050.0,0,on_time,ACH
PAY001182,T0111,P028,2025-02-01,2025-02-03,2050.0,2050.0,0,on_time,ACH
PAY001183,T0111,P028,2025-03-01,2025-03-04,2050.0,2050.0,0,on_time,ACH
PAY001184,T0111,P028,2025-04-01,2025-04-04,2050.0,2050.0,0,on_time,ACH
PAY001185,T0111,P028,2025-05-01,2025-05-02,2050.0,2050.0,0,on_time,ACH
PAY001186,T0112,P037,2024-11-01,2024-11-04,2820.0,2820.0,0,on_time,ACH
PAY001187,T0112,P037,2024-12-01,,2820.0,0,282.0,missed,
PAY001188,T0112,P037,2025-01-01,2025-01-23,2820.0,2820.0,141.0,late,credit_card
PAY001189,T0112,P037,2025-02-01,2025-02-02,2820.0,2820.0,0,on_time,ACH
PAY001190,T0112,P037,2025-03-01,2025-03-01,2820.0,2820.0,0,on_time,credit_card
PAY001191,T0112,P037,2025-04-01,2025-04-03,2820.0,2820.0,0,on_time,ACH
PAY001192,T0112,P037,2025-05-01,2025-05-02,2820.0,2820.0,0,on_time,money_order
PAY001193,T0112,P037,2025-06-01,2025-06-03,2820.0,2820.0,0,on_time,ACH
PAY001194,T0113,P012,2022-07-01,2022-07-01,2300.0,2300.0,0,on_time,ACH
PAY001195,T0113,P012,2022-08-01,2022-08-03,2300.0,2300.0,0,on_time,check
PAY001196,T0113,P012,2022-09-01,2022-09-01,2300.0,2300.0,0,on_time,money_order
PAY001197,T0113,P012,2022-10-01,2022-10-01,2300.0,2300.0,0,on_time,check
PAY001198,T0113,P012,2022-11-01,2022-11-04,2300.0,2300.0,0,on_time,ACH
PAY001199,T0113,P012,2022-12-01,2022-12-16,2300.0,2300.0,115.0,late,ACH
PAY001200,T0113,P012,2023-01-01,2023-01-01,2300.0,2300.0,0,on_time,check
PAY001201,T0113,P012,2023-02-01,2023-02-03,2300.0,2300.0,0,on_time,ACH
PAY001202,T0113,P012,2023-03-01,2023-03-04,2300.0,2300.0,0,on_time,money_order
PAY001203,T0113,P012,2023-04-01,2023-04-04,2300.0,2300.0,0,on_time,check
PAY001204,T0113,P012,2023-05-01,2023-05-02,2300.0,2300.0,0,on_time,check
PAY001205,T0113,P012,2023-06-01,2023-06-01,2300.0,2300.0,0,on_time,check
PAY001206,T0114,P012,2024-11-01,2024-11-01,1160.0,1160.0,0,on_time,ACH
PAY001207,T0114,P012,2024-12-01,2024-12-23,1160.0,1160.0,58.0,late,credit_card
PAY001208,T0114,P012,2025-01-01,2025-01-04,1160.0,1160.0,0,on_time,ACH
PAY001209,T0114,P012,2025-02-01,2025-02-03,1160.0,1160.0,0,on_time,ACH
PAY001210,T0114,P012,2025-03-01,2025-03-03,1160.0,1160.0,0,on_time,ACH
PAY001211,T0114,P012,2025-04-01,2025-04-03,1160.0,1160.0,0,on_time,check
PAY001212,T0114,P012,2025-05-01,2025-05-02,1160.0,1160.0,0,on_time,check
PAY001213,T0114,P012,2025-06-01,2025-06-01,1160.0,1160.0,0,on_time,ACH
PAY001214,T0115,P040,2022-06-01,,2370.0,0,237.0,missed,
PAY001215,T0115,P040,2022-07-01,2022-07-04,2370.0,2370.0,0,on_time,ACH
PAY001216,T0115,P040,2022-08-01,2022-08-04,2370.0,2370.0,0,on_time,ACH
PAY001217,T0115,P040,2022-09-01,2022-09-03,2370.0,2370.0,0,on_time,check
PAY001218,T0115,P040,2022-10-01,2022-10-04,2370.0,2370.0,0,on_time,ACH
PAY001219,T0115,P040,2022-11-01,2022-11-04,2370.0,2370.0,0,on_time,check
PAY001220,T0115,P040,2022-12-01,2022-12-02,2370.0,2370.0,0,on_time,ACH
PAY001221,T0115,P040,2023-01-01,2023-01-03,2370.0,2370.0,0,on_time,check
PAY001222,T0115,P040,2023-02-01,2023-02-03,2370.0,2370.0,0,on_time,ACH
PAY001223,T0115,P040,2023-03-01,2023-03-03,2370.0,2370.0,0,on_time,credit_card
PAY001224,T0115,P040,2023-04-01,2023-04-03,2370.0,2370.0,0,on_time,ACH
PAY001225,T0115,P040,2023-05-01,2023-05-03,2370.0,2370.0,0,on_time,ACH
PAY001226,T0116,P018,2023-09-01,2023-09-11,3160.0,3160.0,158.0,late,ACH
PAY001227,T0116,P018,2023-10-01,2023-10-24,3160.0,3160.0,158.0,late,credit_card
PAY001228,T0116,P018,2023-11-01,2023-11-04,3160.0,3160.0,0,on_time,credit_card
PAY001229,T0116,P018,2023-12-01,2023-12-04,3160.0,3160.0,0,on_time,ACH
PAY001230,T0116,P018,2024-01-01,2024-01-04,3160.0,3160.0,0,on_time,credit_card
PAY001231,T0116,P018,2024-02-01,2024-02-03,3160.0,3160.0,0,on_time,ACH
PAY001232,T0116,P018,2024-03-01,2024-03-04,3160.0,3160.0,0,on_time,ACH
PAY001233,T0116,P018,2024-04-01,2024-04-03,3160.0,3160.0,0,on_time,ACH
PAY001234,T0116,P018,2024-05-01,2024-05-04,3160.0,3160.0,0,on_time,ACH
PAY001235,T0116,P018,2024-06-01,2024-06-03,3160.0,3160.0,0,on_time,check
PAY001236,T0116,P018,2024-07-01,2024-07-01,3160.0,3160.0,0,on_time,ACH
PAY001237,T0116,P018,2024-08-01,2024-08-03,3160.0,3160.0,0,on_time,ACH
PAY001238,T0117,P014,2024-11-01,2024-11-01,3010.0,3010.0,0,on_time,check
PAY001239,T0117,P014,2024-12-01,2024-12-03,3010.0,3010.0,0,on_time,ACH
PAY001240,T0117,P014,2025-01-01,2025-01-04,3010.0,3010.0,0,on_time,ACH
PAY001241,T0117,P014,2025-02-01,2025-02-02,3010.0,3010.0,0,on_time,ACH
PAY001242,T0117,P014,2025-03-01,2025-03-23,3010.0,3010.0,150.5,late,ACH
PAY001243,T0117,P014,2025-04-01,2025-04-07,3010.0,3010.0,150.5,late,check
PAY001244,T0117,P014,2025-05-01,2025-05-03,3010.0,3010.0,0,on_time,credit_card
PAY001245,T0118,P012,2023-06-01,2023-06-03,2230.0,2230.0,0,on_time,ACH
PAY001246,T0118,P012,2023-07-01,2023-07-03,2230.0,2230.0,0,on_time,check
PAY001247,T0118,P012,2023-08-01,2023-08-01,2230.0,2230.0,0,on_time,ACH
PAY001248,T0118,P012,2023-09-01,2023-09-04,2230.0,2230.0,0,on_time,ACH
PAY001249,T0118,P012,2023-10-01,2023-10-01,2230.0,2230.0,0,on_time,credit_card
PAY001250,T0118,P012,2023-11-01,2023-11-02,2230.0,2230.0,0,on_time,check
PAY001251,T0118,P012,2023-12-01,2023-12-01,2230.0,2230.0,0,on_time,credit_card
PAY001252,T0118,P012,2024-01-01,2024-01-02,2230.0,2230.0,0,on_time,ACH
PAY001253,T0118,P012,2024-02-01,2024-02-03,2230.0,2230.0,0,on_time,ACH
PAY001254,T0118,P012,2024-03-01,2024-03-04,2230.0,2230.0,0,on_time,check
PAY001255,T0118,P012,2024-04-01,2024-04-03,2230.0,2230.0,0,on_time,credit_card
PAY001256,T0118,P012,2024-05-01,2024-05-02,2230.0,2230.0,0,on_time,credit_card
PAY001257,T0119,P044,2024-08-01,2024-08-04,4400.0,4400.0,0,on_time,credit_card
PAY001258,T0119,P044,2024-09-01,2024-09-01,4400.0,4400.0,0,on_time,check
PAY001259,T0119,P044,2024-10-01,2024-10-01,4400.0,4400.0,0,on_time,credit_card
PAY001260,T0119,P044,2024-11-01,2024-11-04,4400.0,4400.0,0,on_time,money_order
PAY001261,T0119,P044,2024-12-01,2024-12-03,4400.0,4400.0,0,on_time,ACH
PAY001262,T0119,P044,2025-01-01,2025-01-03,4400.0,4400.0,0,on_time,ACH
PAY001263,T0119,P044,2025-02-01,2025-02-04,4400.0,4400.0,0,on_time,money_order
PAY001264,T0119,P044,2025-03-01,2025-03-03,4400.0,4400.0,0,on_time,check
PAY001265,T0119,P044,2025-04-01,,4400.0,0,440.0,missed,
PAY001266,T0119,P044,2025-05-01,2025-05-01,4400.0,4400.0,0,on_time,ACH
PAY001267,T0119,P044,2025-06-01,2025-06-02,4400.0,4400.0,0,on_time,ACH
PAY001268,T0120,P022,2024-07-01,2024-07-03,1660.0,1660.0,0,on_time,ACH
PAY001269,T0120,P022,2024-08-01,2024-08-02,1660.0,1660.0,0,on_time,ACH
PAY001270,T0120,P022,2024-09-01,2024-09-04,1660.0,1660.0,0,on_time,check
PAY001271,T0120,P022,2024-10-01,2024-10-04,1660.0,1660.0,0,on_time,check
PAY001272,T0120,P022,2024-11-01,2024-11-04,1660.0,1660.0,0,on_time,money_order
PAY001273,T0120,P022,2024-12-01,2024-12-03,1660.0,1660.0,0,on_time,ACH
PAY001274,T0120,P022,2025-01-01,2025-01-04,1660.0,1660.0,0,on_time,credit_card
PAY001275,T0120,P022,2025-02-01,2025-02-12,1660.0,1660.0,83.0,late,ACH
PAY001276,T0120,P022,2025-03-01,2025-03-02,1660.0,1660.0,0,on_time,check
PAY001277,T0120,P022,2025-04-01,2025-04-02,1660.0,1660.0,0,on_time,ACH
PAY001278,T0120,P022,2025-05-01,2025-05-05,1660.0,1660.0,83.0,late,check
PAY001279,T0120,P022,2025-06-01,2025-06-18,1660.0,1660.0,83.0,late,ACH
PAY001280,T0121,P035,2023-06-01,2023-06-01,2800.0,2800.0,0,on_time,money_order
PAY001281,T0121,P035,2023-07-01,2023-07-03,2800.0,2800.0,0,on_time,ACH
PAY001282,T0121,P035,2023-08-01,2023-08-01,2800.0,2800.0,0,on_time,ACH
PAY001283,T0121,P035,2023-09-01,2023-09-03,2800.0,2800.0,0,on_time,credit_card
PAY001284,T0121,P035,2023-10-01,2023-10-02,2800.0,2800.0,0,on_time,ACH
PAY001285,T0121,P035,2023-11-01,2023-11-03,2800.0,2800.0,0,on_time,ACH
PAY001286,T0121,P035,2023-12-01,2023-12-07,2800.0,2800.0,140.0,late,money_order
PAY001287,T0122,P012,2024-09-01,2024-09-04,1340.0,1340.0,0,on_time,ACH
PAY001288,T0122,P012,2024-10-01,2024-10-02,1340.0,1340.0,0,on_time,credit_card
PAY001289,T0122,P012,2024-11-01,2024-11-04,1340.0,1340.0,0,on_time,ACH
PAY001290,T0122,P012,2024-12-01,2024-12-03,1340.0,1340.0,0,on_time,ACH
PAY001291,T0122,P012,2025-01-01,2025-01-02,1340.0,1340.0,0,on_time,ACH
PAY001292,T0122,P012,2025-02-01,2025-02-02,1340.0,1340.0,0,on_time,ACH
PAY001293,T0122,P012,2025-03-01,2025-03-12,1340.0,1340.0,67.0,late,ACH
PAY001294,T0122,P012,2025-04-01,2025-04-04,1340.0,1340.0,0,on_time,money_order
PAY001295,T0122,P012,2025-05-01,2025-05-04,1340.0,1340.0,0,on_time,ACH
PAY001296,T0122,P012,2025-06-01,2025-06-02,1340.0,1340.0,0,on_time,ACH
PAY001297,T0123,P006,2024-01-01,2024-01-03,2780.0,2780.0,0,on_time,ACH
PAY001298,T0123,P006,2024-02-01,2024-02-01,2780.0,2780.0,0,on_time,ACH
PAY001299,T0123,P006,2024-03-01,2024-03-01,2780.0,2780.0,0,on_time,ACH
PAY001300,T0123,P006,2024-04-01,2024-04-04,2780.0,2780.0,0,on_time,ACH
PAY001301,T0123,P006,2024-05-01,2024-05-04,2780.0,2780.0,0,on_time,ACH
PAY001302,T0123,P006,2024-06-01,2024-06-03,2780.0,2780.0,0,on_time,ACH
PAY001303,T0123,P006,2024-07-01,2024-07-03,2780.0,2780.0,0,on_time,ACH
PAY001304,T0123,P006,2024-08-01,2024-08-03,2780.0,2780.0,0,on_time,ACH
PAY001305,T0123,P006,2024-09-01,2024-09-03,2780.0,2780.0,0,on_time,ACH
PAY001306,T0123,P006,2024-10-01,2024-10-10,2780.0,2780.0,139.0,late,check
PAY001307,T0123,P006,2024-11-01,2024-11-02,2780.0,2780.0,0,on_time,ACH
PAY001308,T0123,P006,2024-12-01,2024-12-02,2780.0,2780.0,0,on_time,credit_card
PAY001309,T0124,P002,2022-02-01,2022-02-04,1200.0,1200.0,0,on_time,ACH
PAY001310,T0124,P002,2022-03-01,2022-03-03,1200.0,1200.0,0,on_time,credit_card
PAY001311,T0124,P002,2022-04-01,2022-04-04,1200.0,1200.0,0,on_time,check
PAY001312,T0124,P002,2022-05-01,2022-05-03,1200.0,1200.0,0,on_time,ACH
PAY001313,T0124,P002,2022-06-01,2022-06-02,1200.0,1200.0,0,on_time,money_order
PAY001314,T0124,P002,2022-07-01,2022-07-03,1200.0,1200.0,0,on_time,ACH
PAY001315,T0124,P002,2022-08-01,2022-08-02,1200.0,1200.0,0,on_time,ACH
PAY001316,T0124,P002,2022-09-01,2022-09-02,1200.0,1200.0,0,on_time,credit_card
PAY001317,T0124,P002,2022-10-01,2022-10-04,1200.0,1200.0,0,on_time,ACH
PAY001318,T0124,P002,2022-11-01,2022-11-02,1200.0,1200.0,0,on_time,ACH
PAY001319,T0124,P002,2022-12-01,2022-12-01,1200.0,1200.0,0,on_time,ACH
PAY001320,T0124,P002,2023-01-01,2023-01-04,1200.0,1200.0,0,on_time,ACH
PAY001321,T0125,P038,2023-01-01,,1930.0,0,193.0,missed,
PAY001322,T0125,P038,2023-02-01,2023-02-04,1930.0,1930.0,0,on_time,credit_card
PAY001323,T0125,P038,2023-03-01,2023-03-04,1930.0,1930.0,0,on_time,ACH
PAY001324,T0125,P038,2023-04-01,2023-04-26,1930.0,1930.0,96.5,late,credit_card
PAY001325,T0125,P038,2023-05-01,2023-05-02,1930.0,1930.0,0,on_time,ACH
PAY001326,T0125,P038,2023-06-01,2023-06-01,1930.0,1930.0,0,on_time,check
PAY001327,T0125,P038,2023-07-01,2023-07-04,1930.0,1930.0,0,on_time,ACH
PAY001328,T0126,P018,2022-11-01,2022-11-03,1210.0,1210.0,0,on_time,ACH
PAY001329,T0126,P018,2022-12-01,2022-12-01,1210.0,1210.0,0,on_time,ACH
PAY001330,T0126,P018,2023-01-01,2023-01-02,1210.0,1210.0,0,on_time,credit_card
PAY001331,T0126,P018,2023-02-01,2023-02-03,1210.0,1210.0,0,on_time,credit_card
PAY001332,T0126,P018,2023-03-01,2023-03-03,1210.0,1210.0,0,on_time,ACH
PAY001333,T0126,P018,2023-04-01,2023-04-04,1210.0,1210.0,0,on_time,ACH
PAY001334,T0126,P018,2023-05-01,2023-05-09,1210.0,1210.0,60.5,late,credit_card
PAY001335,T0126,P018,2023-06-01,2023-06-04,1210.0,1210.0,0,on_time,ACH
PAY001336,T0126,P018,2023-07-01,2023-07-01,1210.0,1210.0,0,on_time,ACH
PAY001337,T0126,P018,2023-08-01,2023-08-03,1210.0,1210.0,0,on_time,ACH
PAY001338,T0126,P018,2023-09-01,2023-09-04,1210.0,1210.0,0,on_time,ACH
PAY001339,T0126,P018,2023-10-01,2023-10-19,1210.0,1210.0,60.5,late,ACH
PAY001340,T0127,P009,2024-03-01,2024-03-02,1400.0,1400.0,0,on_time,ACH
PAY001341,T0127,P009,2024-04-01,2024-04-04,1400.0,1400.0,0,on_time,credit_card
PAY001342,T0127,P009,2024-05-01,2024-05-02,1400.0,1400.0,0,on_time,credit_card
PAY001343,T0127,P009,2024-06-01,2024-06-02,1400.0,1400.0,0,on_time,ACH
PAY001344,T0127,P009,2024-07-01,2024-07-04,1400.0,1400.0,0,on_time,ACH
PAY001345,T0127,P009,2024-08-01,2024-08-02,1400.0,1400.0,0,on_time,money_order
PAY001346,T0127,P009,2024-09-01,2024-09-04,1400.0,1400.0,0,on_time,check
PAY001347,T0128,P007,2023-08-01,2023-08-01,2610.0,2610.0,0,on_time,ACH
PAY001348,T0128,P007,2023-09-01,2023-09-22,2610.0,2610.0,130.5,late,credit_card
PAY001349,T0128,P007,2023-10-01,2023-10-04,2610.0,2610.0,0,on_time,check
PAY001350,T0128,P007,2023-11-01,2023-11-04,2610.0,2610.0,0,on_time,credit_card
PAY001351,T0128,P007,2023-12-01,2023-12-04,2610.0,2610.0,0,on_time,credit_card
PAY001352,T0128,P007,2024-01-01,,2610.0,0,261.0,missed,
PAY001353,T0128,P007,2024-02-01,2024-02-01,2610.0,2610.0,0,on_time,ACH
PAY001354,T0129,P026,2022-02-01,2022-02-21,1090.0,1090.0,54.5,late,check
PAY001355,T0129,P026,2022-03-01,2022-03-26,1090.0,1090.0,54.5,late,ACH
PAY001356,T0129,P026,2022-04-01,2022-04-02,1090.0,1090.0,0,on_time,ACH
PAY001357,T0129,P026,2022-05-01,2022-05-01,1090.0,1090.0,0,on_time,money_order
PAY001358,T0129,P026,2022-06-01,2022-06-03,1090.0,1090.0,0,on_time,ACH
PAY001359,T0129,P026,2022-07-01,2022-07-04,1090.0,1090.0,0,on_time,ACH
PAY001360,T0129,P026,2022-08-01,2022-08-04,1090.0,1090.0,0,on_time,credit_card
PAY001361,T0129,P026,2022-09-01,2022-09-03,1090.0,1090.0,0,on_time,money_order
PAY001362,T0129,P026,2022-10-01,2022-10-03,1090.0,1090.0,0,on_time,money_order
PAY001363,T0129,P026,2022-11-01,2022-11-01,1090.0,1090.0,0,on_time,ACH
PAY001364,T0129,P026,2022-12-01,2022-12-03,1090.0,1090.0,0,on_time,ACH
PAY001365,T0129,P026,2023-01-01,2023-01-01,1090.0,1090.0,0,on_time,ACH
PAY001366,T0130,P031,2022-08-01,2022-08-23,2950.0,2950.0,147.5,late,ACH
PAY001367,T0130,P031,2022-09-01,2022-09-02,2950.0,2950.0,0,on_time,check
PAY001368,T0130,P031,2022-10-01,2022-10-01,2950.0,2950.0,0,on_time,credit_card
PAY001369,T0130,P031,2022-11-01,2022-11-02,2950.0,2950.0,0,on_time,ACH
PAY001370,T0130,P031,2022-12-01,2022-12-01,2950.0,2950.0,0,on_time,ACH
PAY001371,T0130,P031,2023-01-01,2023-01-07,2950.0,2950.0,147.5,late,ACH
PAY001372,T0130,P031,2023-02-01,2023-02-01,2950.0,2950.0,0,on_time,ACH
PAY001373,T0130,P031,2023-03-01,2023-03-04,2950.0,2950.0,0,on_time,ACH
PAY001374,T0130,P031,2023-04-01,2023-04-03,2950.0,2950.0,0,on_time,ACH
PAY001375,T0130,P031,2023-05-01,2023-05-04,2950.0,2950.0,0,on_time,ACH
PAY001376,T0130,P031,2023-06-01,2023-06-04,2950.0,2950.0,0,on_time,ACH
PAY001377,T0130,P031,2023-07-01,2023-07-04,2950.0,2950.0,0,on_time,ACH
PAY001378,T0131,P002,2023-08-01,2023-08-03,1000.0,1000.0,0,on_time,ACH
PAY001379,T0131,P002,2023-09-01,2023-09-26,1000.0,1000.0,50.0,late,credit_card
PAY001380,T0131,P002,2023-10-01,2023-10-04,1000.0,1000.0,0,on_time,ACH
PAY001381,T0131,P002,2023-11-01,2023-11-03,1000.0,1000.0,0,on_time,money_order
PAY001382,T0131,P002,2023-12-01,2023-12-03,1000.0,1000.0,0,on_time,ACH
PAY001383,T0131,P002,2024-01-01,2024-01-04,1000.0,1000.0,0,on_time,ACH
PAY001384,T0131,P002,2024-02-01,2024-02-01,1000.0,1000.0,0,on_time,ACH
PAY001385,T0131,P002,2024-03-01,2024-03-03,1000.0,1000.0,0,on_time,credit_card
PAY001386,T0131,P002,2024-04-01,2024-04-14,1000.0,1000.0,50.0,late,credit_card
PAY001387,T0131,P002,2024-05-01,2024-05-03,1000.0,1000.0,0,on_time,money_order
PAY001388,T0131,P002,2024-06-01,2024-06-02,1000.0,1000.0,0,on_time,check
PAY001389,T0131,P002,2024-07-01,2024-07-03,1000.0,1000.0,0,on_time,ACH
PAY001390,T0132,P018,2023-11-01,2023-11-19,3000.0,3000.0,150.0,late,credit_card
PAY001391,T0132,P018,2023-12-01,2023-12-02,3000.0,3000.0,0,on_time,credit_card
PAY001392,T0132,P018,2024-01-01,2024-01-03,3000.0,3000.0,0,on_time,ACH
PAY001393,T0132,P018,2024-02-01,2024-02-02,3000.0,3000.0,0,on_time,ACH
PAY001394,T0132,P018,2024-03-01,2024-03-03,3000.0,3000.0,0,on_time,ACH
PAY001395,T0132,P018,2024-04-01,2024-04-03,3000.0,3000.0,0,on_time,ACH
PAY001396,T0132,P018,2024-05-01,2024-05-01,3000.0,3000.0,0,on_time,credit_card
PAY001397,T0132,P018,2024-06-01,2024-06-04,3000.0,3000.0,0,on_time,check
PAY001398,T0132,P018,2024-07-01,2024-07-03,3000.0,3000.0,0,on_time,ACH
PAY001399,T0132,P018,2024-08-01,2024-08-02,3000.0,3000.0,0,on_time,ACH
PAY001400,T0132,P018,2024-09-01,2024-09-03,3000.0,3000.0,0,on_time,check
PAY001401,T0132,P018,2024-10-01,2024-10-01,3000.0,3000.0,0,on_time,credit_card
